rup_mag,rup_rake,dist_rjb,site_vs30,result_type,damping,pga,pgv,0.01,0.02,0.03,0.04,0.05,0.075,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2,2.2,2.4,2.6,2.8,3,3.2,3.4,3.6,3.8,4
5,2,0,180,MEAN,5,9.72897433E-02,5.67766450E+00,9.90409993E-02,9.87123682E-02,1.01124782E-01,1.05928760E-01,1.17404906E-01,1.63814393E-01,1.91337314E-01,2.04271342E-01,2.18514459E-01,2.27342662E-01,2.36243691E-01,2.43469790E-01,2.50139036E-01,2.55141534E-01,2.58344650E-01,2.59685564E-01,2.58331253E-01,2.52933196E-01,2.45939446E-01,2.37432168E-01,2.27904827E-01,2.17711070E-01,2.08418646E-01,1.98180689E-01,1.87741637E-01,1.77409684E-01,1.67354097E-01,1.57718677E-01,1.48575741E-01,1.39995572E-01,1.31964141E-01,1.24484028E-01,1.08120815E-01,9.46484685E-02,8.35545819E-02,7.43657973E-02,6.66604293E-02,6.01314461E-02,5.45407488E-02,4.97085014E-02,4.55049446E-02,4.18208842E-02,3.54252980E-02,2.98874009E-02,2.55911069E-02,2.21752536E-02,1.93851845E-02,1.70612589E-02,1.51205733E-02,1.35121153E-02,1.21719035E-02,1.09434402E-02,8.94818745E-03,7.54243121E-03,6.45012175E-03,5.58450356E-03,4.88665904E-03,4.31745580E-03,3.84558480E-03,3.45113431E-03,3.11739555E-03,2.83245320E-03
5,2,1,180,MEAN,5,9.64103670E-02,5.63260663E+00,9.81429802E-02,9.78115290E-02,1.00182206E-01,1.04910179E-01,1.16228033E-01,1.62031761E-01,1.89389763E-01,2.02231809E-01,2.16365867E-01,2.25158419E-01,2.34021999E-01,2.41225619E-01,2.47876845E-01,2.52875741E-01,2.56090390E-01,2.57457942E-01,2.56152653E-01,2.50860734E-01,2.43974773E-01,2.35577314E-01,2.26159222E-01,2.16073014E-01,2.06868316E-01,1.96725582E-01,1.86381146E-01,1.76140732E-01,1.66172324E-01,1.56618806E-01,1.47552083E-01,1.39042184E-01,1.31075370E-01,1.23654437E-01,1.07417254E-01,9.40449262E-02,8.30306830E-02,7.39058761E-02,6.62526798E-02,5.97668009E-02,5.42121849E-02,4.94105100E-02,4.52330947E-02,4.15716048E-02,3.52144912E-02,2.97093447E-02,2.54381787E-02,2.20421598E-02,1.92682292E-02,1.69577298E-02,1.50282606E-02,1.34291037E-02,1.20966487E-02,1.08753492E-02,8.89181039E-03,7.49433310E-03,6.40851137E-03,5.54807978E-03,4.85445318E-03,4.28871961E-03,3.81974959E-03,3.42774279E-03,3.09608767E-03,2.81293775E-03
5,2,2,180,MEAN,5,9.38929535E-02,5.50337465E+00,9.55723695E-02,9.52332155E-02,9.74857048E-02,1.01998291E-01,1.12866787E-01,1.56950227E-01,1.83827763E-01,1.96404067E-01,2.10223940E-01,2.18911071E-01,2.27664316E-01,2.34800622E-01,2.41397456E-01,2.46383405E-01,2.49628627E-01,2.51070205E-01,2.49903249E-01,2.44912344E-01,2.38333036E-01,2.30248790E-01,2.21142863E-01,2.11364375E-01,2.02411220E-01,1.92541520E-01,1.82468460E-01,1.72490673E-01,1.62772457E-01,1.53454050E-01,1.44606164E-01,1.36298084E-01,1.28516904E-01,1.21266023E-01,1.05391112E-01,9.23064305E-02,8.15213345E-02,7.25806738E-02,6.50776934E-02,5.87159606E-02,5.32652911E-02,4.85517116E-02,4.44496378E-02,4.08532079E-02,3.46070099E-02,2.91962908E-02,2.49975809E-02,2.16587556E-02,1.89313607E-02,1.66595740E-02,1.47624436E-02,1.31901022E-02,1.18800094E-02,1.06793585E-02,8.72957793E-03,7.35595777E-03,6.28882803E-03,5.44333708E-03,4.76185854E-03,4.20611634E-03,3.74549865E-03,3.36052658E-03,3.03486881E-03,2.75687728E-03
5,2,5,180,MEAN,5,8.00954258E-02,4.78818449E+00,8.14880917E-02,8.11170419E-02,8.27577405E-02,8.61506432E-02,9.46608234E-02,1.29694400E-01,1.53712598E-01,1.64766354E-01,1.76809902E-01,1.84826444E-01,1.92888052E-01,1.99572767E-01,2.05793055E-01,2.10634060E-01,2.13977918E-01,2.15762123E-01,2.15296460E-01,2.11874620E-01,2.06920662E-01,2.00519043E-01,1.93106520E-01,1.85009117E-01,1.77445722E-01,1.69084256E-01,1.60512740E-01,1.51990311E-01,1.43660627E-01,1.35648857E-01,1.28018872E-01,1.20835405E-01,1.14089954E-01,1.07788990E-01,9.39416041E-02,8.24708832E-02,7.29744332E-02,6.50714327E-02,5.84164206E-02,5.27565878E-02,4.78944148E-02,4.36801661E-02,4.00055453E-02,3.67785355E-02,3.11626426E-02,2.62887897E-02,2.25021967E-02,1.94887308E-02,1.70260435E-02,1.49744076E-02,1.32611207E-02,1.18411819E-02,1.06581494E-02,9.57470896E-03,7.81639418E-03,6.57802731E-03,5.61676811E-03,4.85582092E-03,4.24302178E-03,3.74371745E-03,3.33023895E-03,2.98493937E-03,2.69307789E-03,2.44413361E-03
5,2,10,180,MEAN,5,5.53726888E-02,3.47089553E+00,5.62753576E-02,5.58979297E-02,5.66183870E-02,5.82991515E-02,6.30830464E-02,8.36739511E-02,1.01553250E-01,1.09575296E-01,1.18185038E-01,1.24556157E-01,1.30957728E-01,1.36428388E-01,1.41585732E-01,1.45797014E-01,1.48969403E-01,1.51045542E-01,1.51542816E-01,1.50507866E-01,1.48167647E-01,1.44590380E-01,1.40106694E-01,1.34979112E-01,1.29953088E-01,1.24344870E-01,1.18527931E-01,1.12687465E-01,1.06927922E-01,1.01344599E-01,9.59873760E-02,9.09103409E-02,8.61120164E-02,8.16030549E-02,7.16016957E-02,6.32151925E-02,5.61975297E-02,5.03021943E-02,4.52962837E-02,4.10076657E-02,3.72996960E-02,3.40680353E-02,3.12369017E-02,2.87405659E-02,2.43742912E-02,2.05663523E-02,1.75989637E-02,1.52325491E-02,1.32961850E-02,1.16819651E-02,1.03336229E-02,9.21598467E-03,8.28480397E-03,7.43307704E-03,6.05238595E-03,5.08045127E-03,4.32719376E-03,3.73191362E-03,3.25335437E-03,2.86409782E-03,2.54231615E-03,2.27402421E-03,2.04762412E-03,1.85482709E-03
5,2,20,180,MEAN,5,2.86560175E-02,1.96611124E+00,2.90752607E-02,2.87876101E-02,2.88455538E-02,2.92193468E-02,3.08803093E-02,3.89519449E-02,4.86513185E-02,5.29189495E-02,5.74242386E-02,6.12327891E-02,6.50780775E-02,6.84838287E-02,7.17544459E-02,7.45656657E-02,7.68603556E-02,7.85971114E-02,7.95225651E-02,8.01424538E-02,7.99386599E-02,7.89374524E-02,7.73168959E-02,7.52304704E-02,7.29782304E-02,7.03879574E-02,6.76243636E-02,6.47865975E-02,6.19321937E-02,5.91178523E-02,5.63744331E-02,5.37386866E-02,5.12144163E-02,4.88134159E-02,4.33878441E-02,3.87267209E-02,3.47435710E-02,3.13353299E-02,2.83938035E-02,2.58375368E-02,2.35994559E-02,2.16276369E-02,1.98841503E-02,1.83345062E-02,1.55955802E-02,1.31808869E-02,1.12871388E-02,9.76983191E-03,8.52415902E-03,7.48341707E-03,6.61288823E-03,5.89057427E-03,5.28836080E-03,4.73797809E-03,3.84645657E-03,3.21890564E-03,2.73328166E-03,2.35019532E-03,2.04281820E-03,1.79330305E-03,1.58747291E-03,1.41619136E-03,1.27194616E-03,1.14935932E-03
5,2,50,180,MEAN,5,8.94542410E-03,7.30698897E-01,9.05589292E-03,8.93026650E-03,8.82567746E-03,8.75395069E-03,8.95980117E-03,1.05412743E-02,1.33783405E-02,1.46227314E-02,1.59161629E-02,1.72016564E-02,1.85177064E-02,1.97293216E-02,2.09223090E-02,2.20007285E-02,2.29439103E-02,2.37346759E-02,2.42937891E-02,2.50130768E-02,2.54618750E-02,2.56333459E-02,2.55729621E-02,2.53245652E-02,2.49458500E-02,2.44369488E-02,2.38369250E-02,2.31759240E-02,2.24720346E-02,2.17456387E-02,2.10082922E-02,2.02757347E-02,1.95516176E-02,1.88431155E-02,1.71734451E-02,1.56604876E-02,1.43079563E-02,1.31047511E-02,1.20301866E-02,1.10681493E-02,1.02035746E-02,9.42449534E-03,8.72222118E-03,8.08749827E-03,6.93947356E-03,5.90141731E-03,5.07563887E-03,4.40663019E-03,3.85259995E-03,3.38657425E-03,2.99481500E-03,2.66849483E-03,2.39562486E-03,2.14570136E-03,1.74007043E-03,1.45391117E-03,1.23230431E-03,1.05748684E-03,9.17279802E-04,8.03559129E-04,7.09847712E-04,6.31947480E-04,5.66424791E-04,5.10817115E-04
5,2,100,180,MEAN,5,3.25790528E-03,3.17146415E-01,3.29307999E-03,3.23673514E-03,3.16470579E-03,3.08981016E-03,3.08526021E-03,3.43299175E-03,4.30577649E-03,4.69214816E-03,5.09088656E-03,5.53616065E-03,5.99908169E-03,6.43802884E-03,6.88025852E-03,7.29458372E-03,7.67235236E-03,8.00859176E-03,8.27418130E-03,8.68259660E-03,9.00914431E-03,9.23611978E-03,9.37531686E-03,9.44362600E-03,9.45209001E-03,9.40515209E-03,9.31365731E-03,9.19091509E-03,9.03710820E-03,8.86520068E-03,8.67579713E-03,8.47558931E-03,8.26979721E-03,8.05854617E-03,7.53080597E-03,7.01985987E-03,6.53549990E-03,6.08397340E-03,5.66395108E-03,5.27549317E-03,4.91536986E-03,4.58290120E-03,4.27609712E-03,3.99381515E-03,3.46819563E-03,2.97479586E-03,2.57227318E-03,2.24249969E-03,1.96690653E-03,1.73336356E-03,1.53591378E-03,1.37070683E-03,1.23207058E-03,1.10460641E-03,8.97000287E-04,7.50071018E-04,6.35997338E-04,5.45848003E-04,4.73453531E-04,4.14686370E-04,3.66231350E-04,3.25934036E-04,2.92031225E-04,2.63257125E-04
5,2,200,180,MEAN,5,1.01675545E-03,1.29192559E-01,1.02625247E-03,1.00244445E-03,9.62778497E-04,9.17592064E-04,8.84430250E-04,9.05230683E-04,1.08548859E-03,1.16758806E-03,1.25261523E-03,1.36226790E-03,1.47955288E-03,1.59657928E-03,1.71949235E-03,1.84124752E-03,1.95827697E-03,2.07147492E-03,2.17139194E-03,2.35299109E-03,2.52440570E-03,2.66547667E-03,2.77814326E-03,2.87289858E-03,2.94769220E-03,3.00296115E-03,3.04041065E-03,3.06924762E-03,3.07942081E-03,3.08384826E-03,3.07604433E-03,3.05805703E-03,3.03769733E-03,3.00881860E-03,2.91890479E-03,2.81550740E-03,2.69935377E-03,2.57879944E-03,2.45613550E-03,2.33627983E-03,2.21743892E-03,2.10335424E-03,1.99246386E-03,1.88756369E-03,1.67927090E-03,1.46342167E-03,1.27324144E-03,1.11545284E-03,9.82216153E-04,8.68342635E-04,7.71429778E-04,6.89920775E-04,6.21238995E-04,5.57787970E-04,4.53986205E-04,3.80237822E-04,3.22785969E-04,2.77267055E-04,2.40640362E-04,2.10864767E-04,1.86285093E-04,1.65823550E-04,1.48595780E-04,1.33966372E-04
5,2,0,300,MEAN,5,1.02724512E-01,4.72079152E+00,1.04559819E-01,1.04704210E-01,1.08722777E-01,1.15898351E-01,1.29779594E-01,1.80113599E-01,2.18649091E-01,2.34096070E-01,2.50177232E-01,2.59382952E-01,2.68172363E-01,2.74704519E-01,2.80369507E-01,2.84024207E-01,2.85619502E-01,2.85162105E-01,2.81910868E-01,2.71718188E-01,2.59845532E-01,2.46564912E-01,2.32568304E-01,2.18365433E-01,2.04725798E-01,1.91246049E-01,1.78291645E-01,1.66046129E-01,1.54567135E-01,1.43904390E-01,1.34047398E-01,1.24999950E-01,1.16695673E-01,1.09093496E-01,9.28638434E-02,7.98917174E-02,6.94598740E-02,6.09884310E-02,5.40067260E-02,4.81806959E-02,4.32600029E-02,3.90602424E-02,3.54484600E-02,3.23161630E-02,2.70552982E-02,2.27414888E-02,1.94060803E-02,1.67628133E-02,1.46107276E-02,1.28238541E-02,1.13358832E-02,1.01054329E-02,9.08211522E-03,8.14769469E-03,6.63519507E-03,5.57213862E-03,4.74893773E-03,4.09866756E-03,3.57596906E-03,3.15075915E-03,2.79918201E-03,2.50595492E-03,2.25841774E-03,2.04750636E-03
5,2,1,300,MEAN,5,1.01668024E-01,4.67930764E+00,1.03482215E-01,1.03620980E-01,1.07583360E-01,1.14660024E-01,1.28353304E-01,1.78015360E-01,2.16151565E-01,2.31437562E-01,2.47347592E-01,2.56484521E-01,2.65210081E-01,2.71703662E-01,2.77339831E-01,2.80987595E-01,2.82597862E-01,2.82176704E-01,2.78990511E-01,2.68957555E-01,2.57253823E-01,2.44148523E-01,2.30327048E-01,2.16294815E-01,2.02811103E-01,1.89482863E-01,1.76671142E-01,1.64557972E-01,1.53200758E-01,1.42649177E-01,1.32893187E-01,1.23936972E-01,1.15715107E-01,1.08187227E-01,9.21123670E-02,7.92598691E-02,6.89213141E-02,6.05235262E-02,5.36009707E-02,4.78231465E-02,4.29422989E-02,3.87758937E-02,3.51923082E-02,3.20840919E-02,2.68628501E-02,2.25807798E-02,1.92695374E-02,1.66451915E-02,1.45083657E-02,1.27340704E-02,1.12565182E-02,1.00346477E-02,9.01844306E-03,8.09050804E-03,6.58849159E-03,5.53278746E-03,4.71528087E-03,4.06951336E-03,3.55043968E-03,3.12818423E-03,2.77905534E-03,2.48787446E-03,2.24206867E-03,2.03263615E-03
